Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,LOG_Credit_Limit,LOG_Avg_Open_To_Buy,LOG_Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Education_Group_High Education,Education_Group_Low Education,Education_Group_Medium Education,Education_Group_Unknown,Income_Group_High Income,Income_Group_Low Income,Income_Group_Middle Income,Income_Group_Unknown
50,2,36,2,2,1,1664,0.879,15060,90,0.915,9.417354541360508,9.27199975236291,0.126632650933366,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
46,2,29,1,2,5,0,0.569,1775,42,0.556,9.779510372716418,9.779510372716418,0.0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
45,3,35,2,3,5,2517,0.631,2305,42,0.448,8.872907674259846,8.437933510430605,0.302324349188651,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
41,4,29,2,3,6,0,0.434,3526,53,0.828,10.44920723527944,10.44920723527944,0.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
47,3,36,3,3,1,0,0.01,1507,32,0.0,8.628913441026645,8.628913441026645,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
46,3,37,6,4,3,0,0.635,4256,78,0.773,7.333676395657684,7.333676395657684,0.0,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
51,4,36,4,3,1,1898,0.674,4122,67,0.763,7.833203948641057,6.437751649736401,0.5613286059390975,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
52,1,42,5,1,2,0,0.698,4435,67,0.718,7.301147805856032,7.301147805856032,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
44,4,28,6,2,3,0,0.695,1227,24,0.5,9.33600338997184,9.33600338997184,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
45,3,35,2,2,1,2250,0.581,4747,77,0.791,7.8434564043761155,5.700443573390687,0.6328662496750154,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,3,32,6,3,3,0,0.645,2866,47,0.469,7.5485559791698735,7.5485559791698735,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
60,0,49,3,1,2,2000,0.425,1560,43,0.483,8.282988692742602,7.578656850594762,0.4094571293777018,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
34,3,36,6,3,2,1847,0.943,7031,67,0.811,9.64782080951636,9.52083524249312,0.1124354293297881,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
58,0,45,3,1,3,2517,0.992,992,21,0.4,8.137980454452139,6.807934943699926,0.5515836162381584,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
48,3,36,5,2,4,787,0.763,1312,32,0.6,10.44920723527944,10.426142928055697,0.0227394869694894,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
44,3,36,5,2,3,0,0.849,2282,38,0.583,10.13765017033277,10.13765017033277,0.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
45,5,36,4,2,0,1558,0.997,4756,73,0.553,7.893572073504902,7.022868086082641,0.4586898693454621,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
53,3,35,6,3,1,0,0.701,820,25,0.562,9.18881025342582,9.18881025342582,0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
49,2,36,2,1,1,2150,0.879,15019,101,0.656,8.104401307921613,7.055312843339752,0.5007752879124893,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
44,4,36,3,1,3,0,0.563,4076,81,0.688,9.045819439807737,9.045819439807737,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
33,2,28,6,2,4,0,0.823,2448,40,0.379,7.4377951216719325,7.4377951216719325,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
44,4,36,6,3,3,0,0.845,3120,46,0.586,7.552762084214147,7.552762084214147,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
41,2,36,5,5,1,0,0.686,4565,84,0.714,7.271912163268625,7.271912163268625,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
59,0,48,2,6,2,0,0.876,2598,47,0.621,9.485924559229828,9.485924559229828,0.0,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
65,1,48,4,2,4,637,0.622,2608,78,0.592,8.433811582477187,8.284756593190435,0.1301506844650451,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
35,4,31,3,3,4,1011,0.814,5089,71,0.868,7.984121958702927,7.56164174558878,0.2963940130538024,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
52,1,34,2,3,1,0,1.038,4863,56,0.474,10.44920723527944,10.44920723527944,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
47,3,38,2,2,3,2517,0.748,2751,49,1.042,8.060224240440958,6.47543271670409,0.5850050219402422,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
44,3,35,6,1,2,1292,1.027,1571,38,0.52,8.758098072309089,8.531096096585228,0.1848184369925418,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
54,1,37,6,2,3,2517,0.661,2239,43,0.72,9.115040192121858,8.790877754224164,0.2445135770504022,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
40,2,28,6,2,4,1427,0.892,1777,56,0.647,9.866823568164536,9.789926840312962,0.0713899960866729,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
44,3,34,2,3,3,0,1.04,8898,60,0.538,10.16669761306342,10.16669761306342,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
41,2,36,5,2,4,1490,0.66,3151,78,0.66,7.864419904994565,7.014814351275545,0.4529846240761407,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
50,1,36,4,5,3,0,0.732,16019,105,0.694,10.44920723527944,10.44920723527944,0.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
50,0,39,5,3,2,2057,0.821,4240,73,0.587,9.019785010255124,8.733594061863055,0.2223432311434406,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
42,1,36,3,3,4,0,0.865,2509,46,0.586,8.001019961323651,8.001019961323651,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
51,2,39,3,3,1,0,0.938,940,25,0.471,9.733232896960311,9.733232896960311,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
41,3,37,3,3,3,0,0.58,1937,51,0.594,9.873182972271271,9.873182972271271,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
65,0,56,6,1,2,680,0.512,2283,55,0.571,7.271912163268625,6.632396956219188,0.3873011374804932,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
45,2,33,6,3,2,0,0.742,2429,50,0.471,9.648014489106362,9.648014489106362,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
42,3,36,6,3,3,834,0.427,3892,69,0.408,7.950854857719988,7.602900462204755,0.2577381960787088,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
42,3,38,2,3,3,1767,0.54,1919,38,0.52,8.849083518532339,8.556606193773073,0.2263384422107289,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
40,4,34,4,2,3,1727,0.693,1612,39,1.438,10.049274784602108,9.971706791513272,0.0723206615796261,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
48,2,37,5,2,4,0,0.737,2456,45,0.452,7.7057128238944275,7.7057128238944275,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
47,3,39,3,3,3,0,0.502,2476,32,0.778,7.271912163268625,7.271912163268625,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
35,2,24,5,1,3,0,0.712,1691,47,0.516,8.916506080039204,8.916506080039204,0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
47,1,34,5,1,3,1164,0.717,4471,80,0.667,7.649692623711514,6.841615476477592,0.4414755456311975,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
56,3,46,6,3,4,709,0.538,1192,27,0.588,7.976251943745623,7.697121317282625,0.2183319943169877,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
50,4,45,4,2,2,992,0.721,4342,82,0.783,7.431299675155903,6.54534966033442,0.4624753628249439,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
61,0,36,2,3,3,0,0.654,2860,38,0.727,7.661997558901893,7.661997558901893,0.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
54,3,38,4,2,1,1310,1.092,3042,73,1.028,10.281958234245314,10.236059335123969,0.0440168854167743,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
59,2,36,3,3,3,1853,0.829,2462,40,0.29,7.530479995245536,2.3978952727983707,0.6906440503418267,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
47,4,41,6,5,3,2114,0.508,1039,24,0.263,8.155649270366002,7.221835825288449,0.4743690867553755,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
34,3,36,6,3,2,1847,0.943,7031,67,0.811,9.64782080951636,9.52083524249312,0.1124354293297881,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
45,4,26,6,2,2,1631,0.779,2240,34,0.478,8.422882511944996,7.978996370854115,0.3067491351690066,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
33,2,36,4,3,2,1431,0.561,2172,33,0.571,9.173987542510384,9.013351778138825,0.1380212978973746,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
45,3,25,2,2,3,1881,0.737,3016,51,0.645,8.797095076549056,8.46252579007393,0.2499802052677694,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
34,2,28,3,3,2,0,0.892,3044,91,0.896,7.271912163268625,7.271912163268625,0.0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
52,2,39,1,3,4,1790,0.798,2888,50,0.562,7.711548979629146,6.095824562432225,0.5888971591861462,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
53,1,44,3,3,3,0,0.884,2474,44,0.692,7.504942068396171,7.504942068396171,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
34,2,24,6,2,2,0,0.827,3940,82,0.952,7.271912163268625,7.271912163268625,0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
40,2,36,3,2,4,1686,0.562,3146,66,0.65,10.44920723527944,10.399128469976915,0.0478373294141601,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
40,4,31,1,3,6,0,0.839,7957,60,0.875,10.064883351558928,10.064883351558928,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
43,5,36,5,3,4,2384,0.365,1941,53,0.656,7.897296472595885,5.723585101952381,0.6349882663864131,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
43,2,33,1,3,2,1085,1.047,4805,54,0.588,10.44920723527944,10.417268804127753,0.0305292050348228,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
54,1,42,3,2,2,2517,0.479,1617,35,0.75,8.002359546252707,6.154858094016418,0.6113946786876863,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
27,1,36,3,3,3,723,0.666,1954,43,0.344,7.348587530927593,6.7226297948554485,0.3825376034644597,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
54,3,43,6,3,4,1596,0.951,3557,64,1.065,8.636397438894713,8.30325712085294,0.2492010856334993,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
55,1,48,5,2,2,0,1.038,2574,43,0.72,7.452402451223638,7.452402451223638,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
47,4,42,1,3,3,2517,0.58,1860,43,0.433,8.66544076787644,8.096208271650037,0.3604677421774286,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
44,3,31,5,2,0,2053,0.716,1810,38,0.727,10.1241079233059,10.03819325538842,0.0788111804242897,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
39,3,31,6,2,4,2222,0.691,1414,27,0.929,9.040144994980068,8.734399150063695,0.233489843368354,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
58,1,36,3,1,3,2163,0.615,1631,40,0.29,7.761319180947987,5.220355825078324,0.6533663105481008,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
39,1,35,5,1,1,2121,0.722,4078,70,0.795,7.8724551500639794,6.220590170099739,0.5927742064131581,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
51,1,39,4,3,4,946,0.475,1709,37,0.542,10.104917050943584,10.065478842856832,0.0382587121170903,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
47,1,36,4,3,4,0,0.583,3692,79,0.549,9.778830947936571,9.778830947936571,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
46,0,36,6,3,2,2030,0.56,2525,45,0.5,10.32554753421613,10.256676427190028,0.0648509723196163,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
54,2,36,3,2,3,0,0.628,2329,47,0.516,10.44920723527944,10.44920723527944,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
49,4,30,3,2,3,0,1.621,1444,28,1.333,10.44920723527944,10.44920723527944,0.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
55,3,36,5,1,3,1231,0.637,3623,71,0.69,7.714677473800927,6.917705609835305,0.4382549309311553,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
53,1,44,3,3,3,0,0.884,2474,44,0.692,7.504942068396171,7.504942068396171,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
58,2,48,2,1,2,710,0.434,2562,38,0.462,7.71289096149013,7.331060305218632,0.2761154360803154,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
37,3,29,3,3,3,0,0.517,2284,35,0.296,7.4109518755836366,7.4109518755836366,0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
41,1,36,4,3,3,0,0.494,4399,54,0.862,7.889084407035514,7.889084407035514,0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
43,3,34,1,3,2,1474,0.586,2086,47,0.621,7.411556287811163,5.198497031265826,0.6371057896763205,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
50,3,36,6,5,2,1156,0.611,4338,73,0.738,8.935508711503221,8.77043908654689,0.1414995622736995,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
42,3,38,5,2,2,849,0.992,3108,62,0.59,8.049427057110695,7.733245646529795,0.239803992207317,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,1,36,4,2,4,0,0.571,1973,36,0.333,7.337587743538596,7.337587743538596,0.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
52,4,36,5,1,4,2181,0.478,4650,78,0.625,7.98514393119862,6.628041376179533,0.5556077665378839,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
65,1,36,3,4,4,0,0.881,1593,35,0.591,7.763021309018518,7.763021309018518,0.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
52,1,36,6,3,3,1469,0.831,1426,37,0.682,7.665753431861699,6.499787040655854,0.524136637825663,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
52,4,36,1,4,5,0,0.853,1353,36,0.333,7.670428522190693,7.670428522190693,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
54,1,34,5,2,2,2152,0.555,2476,42,0.355,7.986164860332727,6.669498089857879,0.5492768101402434,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
53,0,40,4,1,4,0,0.503,2014,53,0.472,7.271912163268625,7.271912163268625,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
57,3,36,1,4,2,1960,0.384,1334,38,0.407,9.034795799461252,8.768729817231666,0.210260925483196,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
40,3,33,1,3,4,191,0.818,2478,43,0.433,7.791935956938058,7.709756864454165,0.0760346862759976,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
53,0,47,5,2,1,1752,0.742,4919,75,0.744,10.17083935851466,10.101436365215784,0.0648509723196163,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
48,2,36,4,3,4,2090,0.842,2603,53,0.606,7.83002808253384,6.052089168924417,0.6048622656923737,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
54,3,44,3,2,3,1634,0.771,4292,66,0.833,7.639161171659173,6.095824562432225,0.5805382361772911,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
50,2,44,5,3,1,1659,0.891,4813,77,0.674,7.698936199813447,6.304448802421981,0.5607579925141997,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
36,2,36,2,3,3,0,0.912,9338,59,0.903,8.711443319075466,8.711443319075466,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
49,0,36,6,3,3,2517,0.853,4423,67,0.675,8.00903068506973,6.19644412779452,0.6081338062329886,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
32,0,36,6,3,2,0,0.894,2579,51,0.594,9.081597496083456,9.081597496083456,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
38,2,33,1,4,4,2089,0.72,1137,26,0.238,10.402412645043732,10.336892029333534,0.0610950993598108,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
43,2,36,2,3,3,0,0.4,6205,65,0.806,9.758866322925,9.758866322925,0.0,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
38,2,33,5,2,3,1717,1.625,2334,61,0.848,7.709308333385869,6.238324625039508,0.5715443588006965,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
39,2,36,5,3,3,1696,0.837,8646,97,0.902,10.08505882793938,10.011713957606998,0.0685927914656117,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
44,3,32,1,2,2,0,0.843,7672,66,0.737,8.182000136293405,8.182000136293405,0.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
48,2,35,3,1,1,1058,0.697,4719,90,0.8,7.470793774195062,6.548219102762372,0.4718768736274158,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
48,1,41,6,2,4,482,0.814,2403,42,0.615,8.007034012193408,7.832014180505469,0.1492817027157544,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
49,3,29,3,4,2,0,0.479,1695,38,0.31,8.863191340690854,8.863191340690854,0.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
56,3,43,6,2,2,2517,0.743,1220,30,0.765,9.772239265926174,9.617337639062423,0.1345308929576061,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
